action step p car_position s
- 0 2 46 0
[hazard_46] 1 2 46 -7
[hazard_46] 2 2 46 -10
[hazard_46] 3 2 46 5
[obstacle_46] 4 1 46 4
[changelane_46] 5 1 46 -2
[move_1_46] 6 2 28 0
[hazard_28] 7 2 28 -6
[hazard_28] 8 2 28 -8
[hazard_28] 9 1 28 6
[honk_28] 10 1 28 -2
[move_0_28] 11 2 32 0
[hazard_32] 12 2 32 -6
[hazard_32] 13 2 32 -9
[hazard_32] 14 1 32 1
[honk_32] 15 1 32 -2
[move_0_32] 16 2 34 0
[hazard_34] 17 2 34 -6
[hazard_34] 18 2 34 -9
[hazard_34] 19 1 34 1
[changelane_34] 20 1 34 -2
[term_34] 21 2 51 0
[term] 22 2 51 -11
[term] 23 2 51 -11
