action step p car_position s
- 0 2 8 0
[hazard_8] 1 2 8 -6
[hazard_8] 2 2 8 -8
[hazard_8] 3 1 8 6
[uturn_8] 4 1 2 -2
[move_1_2] 5 2 10 0
[hazard_10] 6 2 10 -7
[hazard_10] 7 1 10 -2
[move_0_10] 8 2 5 0
[hazard_5] 9 2 5 -7
[hazard_5] 10 1 5 -2
[move_0_5] 11 2 31 0
[hazard_31] 12 2 31 -7
[hazard_31] 13 1 31 -2
[move_0_31] 14 2 26 0
[hazard_26] 15 2 26 -7
[hazard_26] 16 1 26 -2
[move_0_26] 17 2 44 0
[hazard_44] 18 2 44 -6
[hazard_44] 19 2 44 -9
[hazard_44] 20 1 44 1
[honk_44] 21 1 44 -2
[move_1_44] 22 2 17 0
[hazard_17] 23 2 17 -6
[hazard_17] 24 2 17 -9
[hazard_17] 25 1 17 1
[brake_17] 26 1 17 -2
[term_17] 27 2 51 0
[term] 28 2 51 -11
[term] 29 2 51 -11
