action step p car_position s
- 0 2 34 0
[hazard_34] 1 2 34 -7
[hazard_34] 2 2 34 -10
[hazard_34] 3 1 34 4
[uturn_34] 4 1 37 -2
[move_1_37] 5 2 36 0
[hazard_36] 6 2 36 -6
[hazard_36] 7 2 36 -9
[hazard_36] 8 1 36 1
[changelane_36] 9 1 36 -2
[move_0_36] 10 2 31 0
[hazard_31] 11 2 31 -7
[hazard_31] 12 1 31 -2
[move_1_31] 13 2 27 0
[hazard_27] 14 2 27 -7
[hazard_27] 15 1 27 -2
[move_1_27] 16 2 30 0
[hazard_30] 17 2 30 -6
[hazard_30] 18 2 30 -9
[hazard_30] 19 1 30 1
[brake_30] 20 1 30 -2
[move_1_30] 21 2 40 0
[hazard_40] 22 2 40 -7
[hazard_40] 23 2 40 -10
[hazard_40] 24 2 40 5
[jam_40] 25 1 40 6
[uturn_40] 26 1 45 -2
[move_1_45] 27 2 39 0
[hazard_39] 28 2 39 -7
[hazard_39] 29 1 39 -2
[term_39] 30 2 51 0
[term] 31 2 51 -11
[term] 32 2 51 -11
