action step p car_position s
- 0 2 8 0
[hazard_8] 1 2 8 -7
[hazard_8] 2 1 8 -2
[move_1_8] 3 2 1 0
[hazard_1] 4 2 1 -7
[hazard_1] 5 2 1 -10
[hazard_1] 6 1 1 4
[uturn_1] 7 1 11 -2
[move_0_11] 8 2 0 0
[hazard_0] 9 2 0 -7
[hazard_0] 10 2 0 -10
[hazard_0] 11 1 0 4
[uturn_0] 12 1 4 -2
[move_1_4] 13 2 2 0
[hazard_2] 14 2 2 -7
[hazard_2] 15 1 2 -2
[move_1_2] 16 2 10 0
[hazard_10] 17 2 10 -7
[hazard_10] 18 1 10 -2
[move_0_10] 19 2 5 0
[hazard_5] 20 2 5 -6
[hazard_5] 21 2 5 -9
[hazard_5] 22 1 5 1
[brake_5] 23 1 5 -2
[move_0_5] 24 2 31 0
[hazard_31] 25 2 31 -6
[hazard_31] 26 2 31 -8
[hazard_31] 27 2 31 3
[jam_31] 28 1 31 6
[uturn_31] 29 1 28 -2
[move_1_28] 30 2 33 0
[hazard_33] 31 2 33 -7
[hazard_33] 32 1 33 -2
[move_1_33] 33 2 7 0
[hazard_7] 34 2 7 -7
[hazard_7] 35 1 7 -2
[move_1_7] 36 2 15 0
[hazard_15] 37 2 15 -6
[hazard_15] 38 2 15 -9
[hazard_15] 39 1 15 1
[honk_15] 40 1 15 -2
[term_15] 41 2 51 0
[term] 42 2 51 -11
[term] 43 2 51 -11
