action step p car_position s
- 0 2 37 0
[hazard_37] 1 2 37 -7
[hazard_37] 2 1 37 -2
[move_1_37] 3 2 36 0
[hazard_36] 4 2 36 -6
[hazard_36] 5 2 36 -8
[hazard_36] 6 1 36 6
[honk_36] 7 1 36 -2
[move_0_36] 8 2 31 0
[hazard_31] 9 2 31 -7
[hazard_31] 10 1 31 -2
[move_1_31] 11 2 27 0
[hazard_27] 12 2 27 -7
[hazard_27] 13 1 27 -2
[move_0_27] 14 2 29 0
[hazard_29] 15 2 29 -7
[hazard_29] 16 1 29 -2
[move_0_29] 17 2 3 0
[hazard_3] 18 2 3 -6
[hazard_3] 19 2 3 -9
[hazard_3] 20 1 3 1
[honk_3] 21 1 3 -2
[term_3] 22 2 50 0
[term] 23 2 51 -11
[term] 24 2 51 -11
