action step p car_position s
- 0 2 8 0
[hazard_8] 1 2 8 -7
[hazard_8] 2 1 8 -2
[move_1_8] 3 2 1 0
[hazard_1] 4 2 1 -6
[hazard_1] 5 2 1 -8
[hazard_1] 6 2 1 3
[jam_1] 7 1 1 6
[uturn_1] 8 1 11 -2
[move_1_11] 9 2 2 0
[hazard_2] 10 2 2 -7
[hazard_2] 11 1 2 -2
[move_1_2] 12 2 10 0
[hazard_10] 13 2 10 -7
[hazard_10] 14 1 10 -2
[move_0_10] 15 2 5 0
[hazard_5] 16 2 5 -6
[hazard_5] 17 2 5 -9
[hazard_5] 18 1 5 1
[changelane_5] 19 1 5 -2
[move_0_5] 20 2 31 0
[hazard_31] 21 2 31 -6
[hazard_31] 22 2 31 -9
[hazard_31] 23 1 31 1
[brake_31] 24 1 31 -2
[move_0_31] 25 2 26 0
[hazard_26] 26 2 26 -6
[hazard_26] 27 2 26 -8
[hazard_26] 28 1 26 6
[honk_26] 29 1 26 -2
[move_0_26] 30 2 44 0
[hazard_44] 31 2 44 -7
[hazard_44] 32 1 44 -2
[move_0_44] 33 2 16 0
[hazard_16] 34 2 16 -7
[hazard_16] 35 1 16 -2
[move_0_16] 36 2 19 0
[hazard_19] 37 2 19 -7
[hazard_19] 38 1 19 -2
[move_1_19] 39 2 24 0
[hazard_24] 40 2 24 -7
[hazard_24] 41 1 24 -2
[term_24] 42 2 51 0
[term] 43 2 51 -11
[term] 44 2 51 -11
