action step p car_position s
- 0 2 46 0
[hazard_46] 1 2 46 -7
[hazard_46] 2 2 46 -10
[hazard_46] 3 1 46 4
[changelane_46] 4 1 46 -2
[move_0_46] 5 2 27 0
[hazard_27] 6 2 27 -6
[hazard_27] 7 2 27 -8
[hazard_27] 8 2 27 3
[jam_27] 9 1 27 6
[honk_27] 10 1 27 -2
[move_0_27] 11 2 29 0
[hazard_29] 12 2 29 -6
[hazard_29] 13 2 29 -8
[hazard_29] 14 2 29 3
[jam_29] 15 1 29 6
[honk_29] 16 1 29 -2
[move_0_29] 17 2 3 0
[hazard_3] 18 2 3 -7
[hazard_3] 19 2 3 -10
[hazard_3] 20 1 3 4
[changelane_3] 21 1 3 -3
[term] 22 2 51 -11
[term] 23 2 51 -11
