action step p car_position s
- 0 2 34 0
[hazard_34] 1 2 34 -7
[hazard_34] 2 2 34 -10
[hazard_34] 3 1 34 4
[uturn_34] 4 1 37 -2
[move_1_37] 5 2 36 0
[hazard_36] 6 2 36 -7
[hazard_36] 7 2 36 -10
[hazard_36] 8 1 36 4
[changelane_36] 9 1 36 -2
[move_1_36] 10 2 33 0
[hazard_33] 11 2 33 -7
[hazard_33] 12 1 33 -2
[move_0_33] 13 2 6 0
[hazard_6] 14 2 6 -7
[hazard_6] 15 1 6 -2
[move_1_6] 16 2 9 0
[hazard_9] 17 2 9 -7
[hazard_9] 18 2 9 -10
[hazard_9] 19 1 9 4
[uturn_9] 20 1 42 -2
[move_0_42] 21 2 8 0
[hazard_8] 22 2 8 -7
[hazard_8] 23 1 8 -2
[move_0_8] 24 2 0 0
[hazard_0] 25 2 0 -7
[hazard_0] 26 1 0 -2
[move_0_0] 27 2 3 0
[hazard_3] 28 2 3 -6
[hazard_3] 29 2 3 -8
[hazard_3] 30 1 3 6
[uturn_3] 31 2 3 -3
[term] 32 2 51 -11
[term] 33 2 51 -11
