action step p car_position s
- 0 2 46 0
[hazard_46] 1 2 46 -6
[hazard_46] 2 2 46 -8
[hazard_46] 3 1 46 6
[honk_46] 4 1 46 -2
[move_1_46] 5 2 28 0
[hazard_28] 6 2 28 -6
[hazard_28] 7 2 28 -9
[hazard_28] 8 1 28 1
[honk_28] 9 1 28 -2
[move_1_28] 10 2 33 0
[hazard_33] 11 2 33 -6
[hazard_33] 12 2 33 -9
[hazard_33] 13 1 33 1
[honk_33] 14 1 33 -2
[move_1_33] 15 2 7 0
[hazard_7] 16 2 7 -7
[hazard_7] 17 1 7 -2
[move_0_7] 18 2 14 0
[hazard_14] 19 2 14 -7
[hazard_14] 20 2 14 -10
[hazard_14] 21 1 14 4
[uturn_14] 22 2 14 -3
[term] 23 2 51 -11
[term] 24 2 51 -11
