action step p car_position s
- 0 2 34 0
[hazard_34] 1 2 34 -7
[hazard_34] 2 2 34 -10
[hazard_34] 3 1 34 4
[uturn_34] 4 1 37 -2
[move_1_37] 5 2 36 0
[hazard_36] 6 2 36 -7
[hazard_36] 7 1 36 -2
[move_0_36] 8 2 31 0
[hazard_31] 9 2 31 -7
[hazard_31] 10 1 31 -2
[move_1_31] 11 2 27 0
[hazard_27] 12 2 27 -7
[hazard_27] 13 1 27 -2
[move_1_27] 14 2 30 0
[hazard_30] 15 2 30 -7
[hazard_30] 16 1 30 -2
[move_1_30] 17 2 40 0
[hazard_40] 18 2 40 -7
[hazard_40] 19 2 40 -10
[hazard_40] 20 2 40 5
[obstacle_40] 21 1 40 4
[uturn_40] 22 1 45 -2
[move_1_45] 23 2 39 0
[hazard_39] 24 2 39 -7
[hazard_39] 25 1 39 -2
[term_39] 26 2 51 0
[term] 27 2 51 -11
[term] 28 2 51 -11
